Elapsed time [s],WLTP [km/h],WLTP Current [A],Current Adapted [A]
912,51.4,82.95585888,-3.54
913,52.7,45.20412616,-1.93
914,54,46.46597158,-1.98
915,57,92.32197044,-3.94
916,58.1,45.54664339,-1.94
917,59.2,46.57040731,-1.99
918,59,9.42947286,-0.4
919,59.1,18.13698469,-0.77
920,59.5,27.08116545,-1.15
921,60.5,45.21945002,-1.93
922,62.3,68.04569751,-2.9
923,63.9,64.58340408,-2.75
924,65.1,54.96175091,-2.34
925,64.1,-10.36522445,0.44
926,62.7,-19.5024628,0.83
927,62,-3.516910186,0.15
928,61.3,-3.573748463,0.15
929,60.9,4.123468075,-0.18
930,60.5,4.024793515,-0.17
931,60.2,6.89220951,-0.29
932,59.8,3.855389503,-0.16
933,59.4,3.76041505,-0.16
934,58.6,-5.910687174,0.25
935,57.5,-12.24614286,0.52
936,56.6,-8.021028457,0.34
937,56,-1.851083591,0.08
938,55.5,0.195031583,0
939,55,0.118492125,0
940,54.4,-1.975855088,0.08
941,54.1,5.267220316,-0.22
942,54,10.52094835,-0.45
943,53.9,10.48722491,-0.45
944,53.9,13.12362683,-0.56
945,54,15.80539768,-0.67
946,54.2,18.54758678,-0.79
947,55,35.13667299,-1.5
948,55.8,35.7755278,-1.53
949,56.2,25.05476481,-1.07
950,56.1,11.25326214,-0.48
951,55.1,-9.996753463,0.43
952,52.7,-37.81221763,1.61
953,48.4,-71.15369021,1.62
954,43.1,-79.69127286,1.62
955,37.8,-69.76622487,1.62
956,32.5,-59.69982484,1.62
957,27.2,-49.50656207,1.62
958,25.1,-15.86732647,0.68
959,26,16.20992877,-0.69
960,29.3,51.73579666,-2.21
961,34.6,93.48371185,-3.99
962,40.4,118.3959335,-5.05
963,45.3,113.4491262,-4.84
964,49,95.14660752,-4.06
965,51.1,61.5457988,-2.62
966,52.1,37.88193136,-1.62
967,52.2,15.03499459,-0.64
968,52.1,9.893947311,-0.42
969,51.7,2.185352195,-0.09
970,50.9,-5.930507265,0.25
971,49.2,-22.07531601,0.94
972,45.9,-50.05719751,1.62
973,40.6,-75.05077785,1.62
974,35.3,-65.05426668,1.62
975,30,-54.923191,1.62
976,24.7,-44.67207292,1.62
977,19.3,-35.96068479,1.53
978,16,-15.13505711,0.65
979,13.2,-7.139183791,0.3
980,10.7,-1.156278176,0.08
981,8.8,-3.11E-12,0
982,7.2,-2.54E-12,0
983,5.5,-1.98E-12,0
984,3.2,-1.25E-12,0
985,1.1,-5.31E-13,0
986,0,-1.02E-13,0
987,0,-2.36E-14,0
988,0,-1.08E-14,0
989,0,-6.21E-15,0
990,0,-3.95E-15,0
991,0,-2.66E-15,0
992,0,-1.85E-15,0
993,0,-1.32E-15,0
994,0,-9.54E-16,0
995,0,-6.98E-16,0
996,0,-5.14E-16,0
997,0,-3.81E-16,0
998,0,-2.83E-16,0
999,0,-2.11E-16,0
1000,0,-1.58E-16,0
1001,0,-1.18E-16,0
1002,0,-8.87E-17,0
1003,0,-6.66E-17,0
1004,0,-5.00E-17,0
1005,0,-3.75E-17,0
1006,0,-2.82E-17,0
1007,0,-2.12E-17,0
1008,0,-1.60E-17,0
1009,0,-1.20E-17,0
1010,0,-9.03E-18,0
1011,0,-6.79E-18,0
1012,0,-5.11E-18,0
1013,0,-3.84E-18,0
1014,0,-2.89E-18,0
1015,0,-2.18E-18,0
1016,0,-1.64E-18,0
1017,0,-1.23E-18,0
1018,0,-9.27E-19,0
1019,0,-6.97E-19,0
1020,0,-5.25E-19,0
1021,0,-3.95E-19,0
1022,0,-2.97E-19,0
1023,0,-2.23E-19,0
1024,0,-1.68E-19,0
1025,0,-1.27E-19,0
1026,0,-9.52E-20,0
1027,0.8,0.300936371,-0.04
1028,3.6,4.793410487,-0.2
1029,8.6,20.59551178,-0.88
1030,14.6,43.21556691,-1.84
1031,20,55.00109519,-2.35
1032,24.4,56.26743732,-2.4
1033,28.2,56.65352804,-2.42
1034,31.7,58.82552044,-2.51
1035,35,61.42961579,-2.62
1036,37.6,53.47836728,-2.28
1037,39.7,47.40837953,-2.02
1038,41.5,44.03057683,-1.88
1039,43.6,52.17765975,-2.23
1040,46,61.26241233,-2.61
1041,48.4,64.56007452,-2.75
1042,50.5,60.81773388,-2.59
1043,51.9,46.7527905,-1.99
1044,52.6,30.69515508,-1.31
1045,52.8,17.88512258,-0.76
1046,52.9,15.34118393,-0.65
1047,53.1,18.02954313,-0.77
1048,53.3,18.1262601,-0.77
1049,53.1,7.63041403,-0.33
1050,52.3,-5.955767503,0.25
1051,50.7,-20.76571218,0.89
1052,48.8,-25.50250221,1.09
1053,46.5,-31.99650981,1.36
1054,43.8,-37.34603088,1.59
1055,40.3,-47.15351367,1.62
1056,36,-52.91288037,1.62
1057,30.7,-56.29722802,1.62
1058,25.4,-46.05594304,1.62
1059,21,-31.23750999,1.33
1060,16.7,-22.44624577,0.96
1061,13.4,-9.211872492,0.39
1062,12,-1.751288919,0.08
1063,12.1,2.619730653,-0.11
1064,12.8,6.498441162,-0.28
1065,15.6,23.54698452,-1
1066,19.9,44.48778964,-1.9
1067,23.4,43.8229639,-1.87
1068,24.6,18.88447782,-0.81
1069,25.2,12.02136089,-0.51
1070,26.4,20.32350518,-0.87
1071,28.8,38.56954923,-1.64
1072,31.8,51.47105202,-2.2
1073,35.3,65.31619763,-2.79
1074,39.5,85.99993859,-3.67
1075,44.5,113.64326,-4.85
1076,49.3,121.3665014,-5.18
1077,53.3,111.2315478,-4.74
1078,56.4,94.10888976,-4.01
1079,58.9,82.03826317,-3.5
1080,61.2,79.92959104,-3.41
1081,62.6,57.86458066,-2.47
1082,63,29.40066504,-1.25
1083,62.5,1.483730743,-0.06
1084,60.9,-23.66882106,1.01
1085,59.3,-23.25691624,0.99
1086,58.6,-3.770041242,0.16
1087,58.6,15.0586658,-0.64
1088,58.7,17.98102223,-0.77
1089,58.8,18.02912971,-0.77
1090,58.8,15.14513859,-0.65
1091,58.8,15.14538966,-0.65
1092,59.1,23.97818309,-1.02
1093,60.1,44.94867509,-1.92
1094,61.7,62.18029862,-2.65
1095,63,55.63143599,-2.37
1096,63.7,39.29412893,-1.68
1097,63.9,23.72384397,-1.01
1098,63.5,4.808959772,-0.21
1099,62.3,-14.91752797,0.64
1100,60.3,-32.36405714,1.38
1101,58.9,-18.85635119,0.8
1102,58.4,0.67972611,-0.04
1103,58.8,26.70071971,-1.14
1104,60.2,55.33480374,-2.36
1105,62.3,76.18933412,-3.25
1106,63.9,64.72991074,-2.76
1107,64.5,36.78075589,-1.57
1108,64.4,14.52702808,-0.62
1109,63.5,-8.052926883,0.34
1110,62,-21.69204409,0.93
1111,61.2,-5.836858148,0.25
1112,61.3,19.26015689,-0.82
1113,62.6,55.23742201,-2.36
1114,65.3,97.85322448,-4.17
1115,68,102.3020092,-4.36
1116,69.4,65.38785348,-2.79
1117,69.7,30.65061142,-1.31
1118,69.3,6.54543269,-0.28
1119,68.1,-15.37856741,0.66
1120,66.9,-15.30437429,0.65
1121,66.2,-3.114927156,0.13
1122,65.7,2.215868822,0
1123,64.9,-5.638972447,0.24
1124,63.2,-26.55975832,1.13
1125,60.3,-54.95802582,1.62
1126,55.8,-86.27946797,1.62
1127,50.5,-93.51195625,1.62
1128,45.2,-83.76323942,1.62
1129,40.1,-71.23498436,1.62
1130,36.2,-47.83202565,1.62
1131,32.9,-35.93612622,1.53
1132,29.8,-30.15460234,1.29
1133,26.6,-27.76360416,1.18
1134,23,-27.35226572,1.17
1135,19.4,-23.20957778,0.99
1136,16.3,-14.72832629,0.63
1137,14.6,-5.397503423,0.23
1138,14.2,-0.176229818,0.08
1139,14.3,3.151016904,-0.13
1140,14.6,4.640268231,-0.2
1141,15.1,6.269835651,-0.27
1142,16.4,13.15707666,-0.56
1143,19.1,28.22637414,-1.2
1144,22.5,41.03931777,-1.75
1145,24.4,27.02775526,-1.15
1146,24.8,9.416920927,-0.4
1147,22.7,-14.44493481,0.62
1148,17.4,-31.95684362,1.36
1149,13.8,-11.28377225,0.48
1150,12,-2.505347471,0.11
1151,12,2.009797564,-0.09
1152,12,2.037443292,-0.09
1153,13.9,15.03398126,-0.64
1154,18.8,35.24446542,-1.5
1155,25.1,60.06694269,-2.56
1156,29.8,64.20316656,-2.74
1157,33.8,63.9953491,-2.73
1158,38.2,73.57984779,-3.14
1159,43.4,85.91221436,-3.66
1160,48.9,70.5726612,-3.01
1161,53.8,71.17086973,-3.04
1162,57.8,73.40662917,-3.13
1163,61.5,60.68516555,-2.59
1164,65,68.19051429,-2.91
1165,68.4,61.29078751,-2.61
1166,71.6,68.74101053,-2.93
1167,73,60.91416994,-2.6
1168,74.3,62.89458632,-2.68
1169,76.2,59.40044532,-2.53
1170,77.9,63.86886954,-2.72
1171,79.5,54.3297273,-2.32
1172,81,61.32378952,-2.62
1173,82.3,62.8706894,-2.68
1174,83.5,58.44180216,-2.49
1175,84.6,65.79222344,-2.81
1176,85.5,51.96877554,-2.22
1177,86.3,55.93780487,-2.39
1178,87.1,56.9461092,-2.43
1179,88.1,54.76647401,-2.34
1180,89.1,48.52641554,-2.07
1181,90.1,49.1799766,-2.1
1182,91,49.83894581,-2.13
1183,91.7,50.50336907,-2.15
1184,92.3,55.09656273,-2.35
1185,92.8,55.87968119,-2.38
1186,93.1,48.73247416,-2.08
1187,93.1,45.28132393,-1.93
1188,93.1,53.81005491,-2.29
1189,93.1,50.42082564,-2.15
1190,93.1,55.11007906,-2.35
1191,93.1,51.66367355,-2.2
1192,93.1,60.36810559,-2.57
1193,93.1,48.81122602,-2.08
1194,93.1,49.27732862,-2.1
1195,93.1,45.49550954,-1.94
1196,93.2,45.85241417,-1.96
1197,93.2,50.50419387,-2.15
1198,93.3,50.98139191,-2.17
1199,93.7,47.11640995,-2.01
1200,94.2,60.62649079,-2.59
1201,95,52.52921951,-2.24
1202,95.8,57.46425375,-2.45
1203,96.4,58.08830432,-2.48
1204,96.8,45.2398345,-1.93
1205,97,50.00238501,-2.13
1206,97.1,45.87020921,-1.96
1207,97.2,46.14257748,-1.97
1208,97.3,55.52291631,-2.37
1209,97.4,51.44543833,-2.19
1210,97.4,51.83519675,-2.21
1211,97.4,52.22707513,-2.23
1212,97.4,47.98576805,-2.05
1213,97.3,48.26733796,-2.06
1214,97.3,48.55010635,-2.07
1215,97.3,48.83409994,-2.08
1216,97.3,63.26403454,-2.7
1217,97.2,49.67470492,-2.12
1218,97.1,45.23787645,-1.93
1219,97,45.42087848,-1.94
1220,96.9,45.60441165,-1.94
1221,96.7,45.78850212,-1.95
1222,96.4,41.22273725,-1.76
1223,96.1,41.31086242,-1.76
1224,95.7,46.16028668,-1.97
1225,95.5,41.57429596,-1.77
1226,95.3,46.44012982,-1.98
1227,95.2,41.83902769,-1.78
1228,95,41.9281618,-1.79
1229,94.9,46.81590971,-2
1230,94.7,42.19458466,-1.8
1231,94.5,47.09876532,-2.01
1232,94.4,42.46231466,-1.81
1233,94.4,47.38291824,-2.02
1234,94.3,42.73133588,-1.82
1235,94.3,42.8219263,-1.83
1236,94.1,47.76449812,-2.04
1237,93.9,43.09266332,-1.84
1238,93.4,48.05170107,-2.05
1239,92.8,43.36472,-1.85
1240,92,48.34021741,-2.06
1241,91.3,48.53257182,-2.07
1242,90.6,48.72551889,-2.08
1243,90,48.91904567,-2.09
1244,89.3,44.18681025,-1.88
1245,88.7,44.27976415,-1.89
1246,88.1,39.45065457,-1.68
1247,87.4,39.45242164,-1.68
1248,86.7,39.45417753,-1.68
1249,86,34.54802538,-1.47
1250,85.3,39.37175581,-1.68
1251,84.7,39.37349283,-1.68
1252,84.1,39.37524198,-1.68
1253,83.5,34.47339131,-1.47
1254,82.9,34.39429789,-1.47
1255,82.3,34.31531949,-1.46
1256,81.7,34.23646834,-1.46
1257,81.1,29.28890958,-1.25
1258,80.5,24.29665311,-1.04
1259,79.9,24.08969039,-1.03
1260,79.4,19.0854028,-0.81
1261,79,28.40388528,-1.21
1262,78.7,28.25859232,-1.21
1263,78.7,32.90115473,-1.4
1264,78.8,28.04226198,-1.2
1265,79.1,32.67051425,-1.39
1266,79.4,27.82710928,-1.19
1267,79.6,27.68395152,-1.18
1268,79.8,32.28822558,-1.38
1269,79.8,36.96931956,-1.58
1270,79.6,32.21398732,-1.37
1271,79.3,36.89046785,-1.57
1272,78.9,27.40251947,-1.17
1273,78.5,27.26092056,-1.16
1274,78.2,13.05607155,-0.56
1275,77.9,8.141160616,-0.35
1276,77.7,-0.994125798,0
1277,77.7,2.914667206,-0.12
1278,77.8,2.618609957,-0.11
1279,77.9,6.801675208,-0.29
1280,78.1,2.085201041,-0.09
1281,78.3,6.213455088,-0.26
1282,78.3,5.949047597,-0.25
1283,78.4,1.34340092,-0.06
1284,78.4,1.081259932,-0.05
1285,78.4,0.825032166,-0.04
1286,78.2,0.574687615,-0.04
1287,78,4.533554454,-0.19
1288,77.7,4.298136689,-0.18
1289,77.3,4.066965374,-0.17
1290,76.9,3.840000012,-0.16
1291,76.6,3.61721156,-0.15
1292,76.2,3.398570982,-0.14
1293,75.7,3.184049252,-0.14
1294,75.2,2.973617352,-0.13
1295,74.7,2.767246274,-0.12
1296,74.4,6.508699545,-0.28
1297,74.3,14.19667327,-0.61
1298,74.4,14.05316005,-0.6
1299,74.6,13.91064789,-0.59
1300,74.9,13.7691263,-0.59
1301,75.1,13.62859172,-0.58
1302,75.3,13.48904061,-0.58
1303,75.5,13.3504694,-0.57
1304,75.8,13.21287454,-0.56
1305,75.9,13.07625247,-0.56
1306,76,-1.671854114,0
1307,76,24.03141324,-1.02
1308,76,24.03206444,-1.02
1309,75.9,20.21745515,-0.86
1310,75.9,23.97363477,-1.02
1311,75.8,20.16394679,-0.86
1312,75.7,20.10999664,-0.86
1313,75.5,16.2695575,-0.69
1314,75.2,12.4089483,-0.53
1315,75,16.02568329,-0.68
1316,74.7,12.1914592,-0.52
1317,74.1,0.976207488,-0.04
1318,73.7,8.12775277,-0.35
1319,73.3,7.979491483,-0.34
1320,73.5,29.86064289,-1.27
1321,74,41.22331695,-1.76
1322,74.9,56.43389554,-2.41
1323,76.1,67.2928398,-2.87
1324,77.7,82.27399709,-3.51
1325,79.2,80.8709163,-3.45
1326,80.3,68.69570869,-2.93
1327,80.8,47.12331617,-2.01
1328,81,35.21415512,-1.5
1329,81,27.17448144,-1.16
1330,81,27.17528328,-1.16
1331,81,27.1760743,-1.16
1332,81,27.17686538,-1.16
1333,80.9,23.10271868,-0.99
1334,80.6,14.94625004,-0.64
1335,80.3,14.79754859,-0.63
1336,80,14.64985005,-0.62
1337,79.9,22.50832627,-0.96
1338,79.8,22.44987684,-0.96
1339,79.8,26.40533022,-1.13
1340,79.8,26.40607308,-1.13
1341,79.9,30.43505016,-1.3
1342,80,30.50519817,-1.3
1343,80.4,42.77769372,-1.82
1344,80.8,43.11998066,-1.84
1345,81.2,43.46418589,-1.85
1346,81.5,39.66572552,-1.69
1347,81.6,31.63409955,-1.35
1348,81.6,27.58421545,-1.18
1349,81.4,19.3838598,-0.83
1350,80.7,-0.705085795,0.08
1351,79.6,-12.72269264,0.54
1352,78.2,-21.45648187,0.92
1353,76.8,-21.37254135,0.91
1354,75.3,-24.03503201,1.03
1355,73.8,-23.85445984,1.02
1356,72.1,-28.92723596,1.23
1357,70.2,-33.66062054,1.44
1358,68.2,-35.5458001,1.52
1359,66.1,-37.51897764,1.6
1360,63.8,-41.99914994,1.62
1361,61.6,-38.29375443,1.62
1362,60.2,-19.24715645,0.82
1363,59.8,3.892601115,-0.17
1364,60.4,33.92200717,-1.45
1365,61.8,57.47595556,-2.45
1366,62.6,41.81283907,-1.78
1367,62.7,20.11956839,-0.86
1368,61.9,-5.849125327,0.25
1369,60,-30.24118941,1.29
1370,58.4,-23.20418419,0.99
1371,57.8,-1.708977609,0.08
1372,57.8,14.83995855,-0.63
1373,57.8,14.84030067,-0.63
1374,57.3,0.491887517,-0.04
1375,56.2,-12.24078515,0.52
1376,54.3,-28.03494336,1.2
1377,50.8,-59.69700268,1.62
1378,45.5,-84.9283046,1.62
1379,40.2,-74.98104408,1.62
1380,34.9,-64.88395176,1.62
1381,29.6,-54.65160984,1.62
1382,27.3,-19.45908968,0.83
1383,29.3,33.98979392,-1.45
1384,32.9,63.11078262,-2.69
1385,35.6,52.84120022,-2.25
1386,36.7,27.37628256,-1.17
1387,37.6,24.49845283,-1.04
1388,39.4,42.10923255,-1.8
1389,42.5,71.08775159,-3.03
1390,46.5,97.70868569,-4.17
1391,50.2,98.4730734,-4.2
1392,52.8,76.24030441,-3.25
1393,54.3,51.99657686,-2.22
1394,54.9,29.95977712,-1.28
1395,54.9,13.65147675,-0.58
1396,54.7,8.16803263,-0.35
1397,54.1,-2.017569315,0.09
1398,53.2,-7.986173843,0.34
1399,52.1,-11.78450627,0.5
1400,50.7,-17.21790262,0.73
1401,49.1,-20.44285556,0.87
1402,47.4,-21.63056308,0.92
1403,45.2,-29.64334999,1.26
1404,41.8,-47.74603892,1.62
1405,36.5,-67.97153377,1.62
1406,31.2,-57.77483963,1.62
1407,27.6,-33.23515364,1.42
1408,26.9,-3.152559233,0.13
1409,27.3,10.5462844,-0.45
1410,27.5,7.928879596,-0.34
1411,27.4,3.850155281,-0.16
1412,27.1,1.126188058,-0.05
1413,26.7,-0.167593389,0
1414,26.8,6.378462703,-0.27
1415,28.2,24.67052028,-1.05
1416,31.1,49.34753327,-2.1
1417,34.8,68.33507527,-2.91
1418,38.4,73.42349198,-3.13
1419,40.9,56.78041222,-2.42
1420,41.7,25.4962815,-1.09
1421,40.9,-5.529360851,0.24
1422,38.3,-31.61742155,1.35
1423,35.3,-34.76366537,1.48
1424,34.3,-7.512020621,0.32
1425,34.6,12.10406436,-0.52
1426,36.3,37.06467561,-1.58
1427,39.5,67.98587707,-2.9
1428,41.8,54.22943926,-2.31
1429,42.5,23.96357571,-1.02
1430,41.9,-2.495124182,0.11
1431,40.1,-20.28739934,0.87
1432,36.6,-43.185824,1.62
1433,31.3,-57.98422905,1.62
1434,26,-47.66192236,1.62
1435,20.6,-38.6621449,1.62
1436,19.1,-8.066945503,0.34
1437,19.7,9.321499358,-0.4
1438,21.1,18.27246374,-0.78
1439,22,13.71962012,-0.59
1440,22.1,5.116191213,-0.22
1441,21.4,-2.631445196,0.11
1442,19.6,-10.45656924,0.45
1443,18.3,-6.381816995,0.27
1444,18,0.532581597,-0.04
1445,18.3,5.941033222,-0.25
1446,18.5,5.106137806,-0.22
1447,17.9,-1.581671437,0.08
1448,15,-11.24075005,0.48
1449,9.9,-1.426724462,0.08
1450,4.6,7.49E-13,0
1451,1.2,2.59E-13,0
1452,0,4.29E-14,0
1453,0,9.35E-15,0
1454,0,4.21E-15,0
1455,0,2.40E-15,0
1456,0,1.52E-15,0
1457,0,1.02E-15,0
1458,0,7.09E-16,0
1459,0,5.05E-16,0
1460,0,3.65E-16,0
1461,0,2.67E-16,0
1462,0,1.96E-16,0
1463,0,1.46E-16,0
1464,0,1.08E-16,0
1465,0,8.07E-17,0
1466,0,6.03E-17,0
1467,0,4.52E-17,0
1468,0,3.39E-17,0
1469,0,2.54E-17,0
1470,0,1.91E-17,0
1471,0,1.43E-17,0
1472,0,1.08E-17,0
1473,0,8.10E-18,0
1474,0,6.09E-18,0
1475,0,4.58E-18,0
1476,0,3.45E-18,0
1477,0,2.59E-18,0
1478,0,1.95E-18,0
1479,2.2,2.232074618,-0.1
1480,4.4,5.063253969,-0.22
1481,6.3,6.6340426,-0.28
1482,7.9,7.331538106,-0.31
1483,9.2,7.29622166,-0.31
1484,10.4,7.786532301,-0.33
1485,11.5,8.089328878,-0.34
1486,12.9,10.96240064,-0.47
1487,14.7,15.37108607,-0.66
1488,17,21.95666669,-0.94
1489,19.8,30.50120011,-1.3
1490,23.1,41.41564247,-1.77
1491,26.7,51.76199317,-2.21
1492,30.5,61.66088471,-2.63
1493,34.1,65.39489904,-2.79
1494,37.5,68.1796523,-2.91
1495,40.6,67.96149287,-2.9
1496,43.3,64.27770911,-2.74
1497,45.7,61.46658669,-2.62
1498,47.7,55.7392243,-2.38
1499,49.3,48.97682334,-2.09
1500,50.5,41.36003176,-1.76
1501,51.3,32.60107226,-1.39
1502,52.1,33.222771,-1.42
1503,52.7,28.461228,-1.21
1504,53.4,31.59234611,-1.35
1505,54,29.35747049,-1.25
1506,54.5,27.00161209,-1.15
1507,55,27.32682544,-1.17
1508,55.6,30.47946442,-1.3
1509,56.3,33.77362972,-1.44
1510,57.2,40.15439067,-1.71
1511,58.5,51.50885366,-2.2
1512,60.2,63.64672772,-2.71
1513,62.3,76.89408449,-3.28
1514,64.7,88.67166879,-3.78
1515,67.1,92.31515117,-3.94
1516,69.2,86.41284821,-3.69
1517,70.7,70.51052314,-3.01
1518,71.9,62.80300663,-2.68
1519,72.7,51.15780885,-2.18
1520,73.4,48.17243279,-2.05
1521,73.8,37.49834188,-1.6
1522,74.1,34.04244861,-1.45
1523,74,19.261133,-0.82
1524,73.6,8.115090128,-0.35
1525,72.5,-13.02522319,0.56
1526,70.8,-28.70056077,1.22
1527,68.6,-41.4539046,1.62
1528,66.2,-46.06104723,1.62
1529,64,-39.47325985,1.62
1530,62.2,-28.80888366,1.23
1531,60.9,-17.16601228,0.73
1532,60.2,-3.69945414,0.16
1533,60,9.880846969,-0.42
1534,60.4,27.9846118,-1.19
1535,61.4,46.590567,-1.99
1536,63.2,69.98281927,-2.98
1537,65.6,90.08008904,-3.84
1538,68.4,107.1658372,-4.57
1539,71.6,126.4026392,-5.39
1540,74.9,136.6680533,-5.83
1541,78.4,150.0567406,-6.4
1542,81.8,150.0685691,-6.4
1543,84.9,149.1893861,-6.36
1544,87.4,130.039031,-5.55
1545,89,97.86617086,-4.17
1546,90,76.50696383,-3.26
1547,90.6,61.3221386,-2.62
1548,91,52.62886955,-2.24
1549,91.5,57.7131526,-2.46
1550,92,58.23857648,-2.48
1551,92.7,68.08476212,-2.9
1552,93.4,68.80057557,-2.93
1553,94.2,73.61479954,-3.14
1554,94.9,70.45885666,-3
1555,95.7,75.34591383,-3.21
1556,96.6,80.42753261,-3.43
1557,97.7,89.9266417,-3.84
1558,98.9,95.63087675,-4.08
1559,100.4,110.311349,-4.7
1560,102,117.0390295,-4.99
1561,103.6,119.5878062,-5.1
1562,105.2,122.1690586,-5.21
1563,106.8,124.7832585,-5.32
1564,108.5,132.081519,-5.63
1565,110.2,134.8137443,-5.75
1566,111.9,137.7340553,-5.87
1567,113.7,145.6214122,-6.21
1568,115.3,138.8547968,-5.92
1569,116.8,136.5789025,-5.82
1570,118.2,134.043996,-5.72
1571,119.5,131.2573836,-5.6
1572,120.7,128.3830608,-5.48
1573,121.8,125.1541854,-5.34
1574,122.6,111.092244,-4.74
1575,123.2,101.7181995,-4.34
1576,123.6,91.99811604,-3.92
1577,123.7,73.97335721,-3.15
1578,123.6,61.45412518,-2.62
1579,123.3,48.75773098,-2.08
1580,123,48.41362898,-2.06
1581,122.5,35.64095884,-1.52
1582,122.1,41.31962606,-1.76
1583,121.5,28.59004395,-1.22
1584,120.8,21.91933952,-0.93
1585,120,15.25647895,-0.65
1586,119.1,8.584098569,-0.37
1587,118.1,1.970372436,-0.08
1588,117.1,1.298641151,-0.06
1589,116.2,6.488769439,-0.28
1590,115.5,17.50552739,-0.75
1591,114.9,22.76465002,-0.97
1592,114.5,33.86158234,-1.44
1593,114.1,33.49671974,-1.43
1594,113.9,44.69854379,-1.91
1595,113.7,44.49939718,-1.9
1596,113.3,32.77508065,-1.4
1597,112.9,32.41611542,-1.38
1598,112.2,15.00541107,-0.64
1599,111.4,8.876239408,-0.38
1600,110.5,2.781926964,-0.12
1601,109.5,-2.472242798,0.11
1602,108.5,-2.871550654,0.12
1603,107.7,6.498657123,-0.28
1604,107.1,16.79488383,-0.72
1605,106.6,21.75899901,-0.93
1606,106.4,37.55433954,-1.6
1607,106.2,37.37718753,-1.59
1608,106.2,48.0163276,-2.05
1609,106.2,48.01875565,-2.05
1610,106.4,58.90186857,-2.51
1611,106.5,53.66636544,-2.29
1612,106.8,64.71995156,-2.76
1613,107.2,70.58506272,-3.01
1614,107.8,81.53906053,-3.48
1615,108.5,86.93859676,-3.71
1616,109.4,97.17986923,-4.14
1617,110.5,107.9392211,-4.6
1618,111.7,114.3866513,-4.88
1619,113,121.1119424,-5.17
1620,114.1,113.3109765,-4.83
1621,115.1,110.0198342,-4.69
1622,115.9,101.5315241,-4.33
1623,116.5,92.66181707,-3.95
1624,116.7,71.10201172,-3.03
1625,116.6,53.42236762,-2.28
1626,116.2,35.52247085,-1.51
1627,115.2,0.07651813,-0.04
1628,113.8,-17.59856823,0.75
1629,112,-34.73712119,1.48
1630,110.1,-39.03951647,1.62
1631,108.3,-35.15141992,1.5
1632,107,-15.41984886,0.66
1633,106.1,0.269186783,-0.04
1634,105.8,31.77783346,-1.36
1635,105.7,42.28671981,-1.8
1636,105.7,47.59286899,-2.03
1637,105.6,42.19710644,-1.8
1638,105.3,31.36696599,-1.34
1639,104.9,25.78989307,-1.1
1640,104.4,20.18927899,-0.86
1641,104,25.10182435,-1.07
1642,103.8,35.34073959,-1.51
1643,103.9,51.06929389,-2.18
1644,104.4,72.61552781,-3.1
1645,105.1,82.80110875,-3.53
1646,106.1,97.40463088,-4.15
1647,107.2,103.4421534,-4.41
1648,108.5,114.4201313,-4.88
1649,109.9,121.0805198,-5.16
1650,111.3,123.3169852,-5.26
1651,112.7,125.5772858,-5.36
1652,113.9,117.9779208,-5.03
1653,115,114.8776239,-4.9
1654,116,111.5554228,-4.76
1655,116.8,102.9876376,-4.39
1656,117.6,104.1348472,-4.44
1657,118.4,105.2918061,-4.49
1658,119.2,106.457217,-4.54
1659,120,107.631082,-4.59
1660,120.8,108.9210999,-4.65
1661,121.6,110.1208917,-4.7
1662,122.3,106.0510283,-4.52
1663,123.1,112.3877181,-4.79
1664,123.8,108.27621,-4.62
1665,124.4,104.0949656,-4.44
1666,125,104.9799139,-4.48
1667,125.4,95.02875137,-4.05
1668,125.8,95.58253732,-4.08
1669,126.1,90.41131227,-3.86
1670,126.4,90.85832347,-3.87
1671,126.6,84.75061233,-3.61
1672,126.7,78.48385968,-3.35
1673,126.8,78.62190877,-3.35
1674,126.9,78.76743005,-3.36
1675,126.9,72.36007044,-3.09
1676,126.9,72.35797468,-3.09
1677,126.8,65.82879715,-2.81
1678,126.6,59.18727996,-2.52
1679,126.3,52.45728745,-2.24
1680,126,52.10059208,-2.22
1681,125.7,51.75231994,-2.21
1682,125.6,64.29058281,-2.74
1683,125.6,70.6484157,-3.01
1684,125.8,83.65383718,-3.57
1685,126.2,96.2472893,-4.1
1686,126.6,96.83100653,-4.13
1687,127,97.4051357,-4.15
1688,127.4,97.9818456,-4.18
1689,127.6,86.32418489,-3.68
1690,127.8,86.60916224,-3.69
1691,127.9,80.28087208,-3.42
1692,128,80.42130732,-3.43
1693,128.1,80.56951758,-3.44
1694,128.2,80.71795243,-3.44
1695,128.3,80.86660709,-3.45
1696,128.4,81.01548182,-3.46
1697,128.5,81.16457692,-3.46
1698,128.6,81.31389267,-3.47
1699,128.6,74.80690841,-3.19
1700,128.5,68.16769355,-2.91
1701,128.3,61.42020523,-2.62
1702,128.1,61.1632295,-2.61
1703,127.9,60.91437102,-2.6
1704,127.6,54.104708,-2.31
1705,127.4,60.28589149,-2.57
1706,127.2,60.04662106,-2.56
1707,127,59.80086744,-2.55
1708,126.9,66.09036651,-2.82
1709,126.8,65.97239148,-2.81
1710,126.7,65.84743875,-2.81
1711,126.8,78.82148538,-3.36
1712,126.9,78.98197432,-3.37
1713,127.1,85.71921839,-3.66
1714,127.4,92.64774162,-3.95
1715,127.7,93.11869357,-3.97
1716,128.1,99.180028,-4.23
